gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,ceq,csho,ebit,ni,sale,costat,prcc_c,act,at,ch,dltt,ebit,lct,tie,city,invt,emp,cogs
27476,20191231,2019,INDL,C,D,STD,KDMN,USD,123.302,159.76,-89.08,-61.368,5.095,A,4.53,184.604,214.798,139.597,19.759,-89.08,28.742,,New York,0.64,0.115,92.391
27555,20191231,2019,INDL,C,D,STD,KIDS,USD,142.361,16.723,-8.34,-13.731,72.552,A,46.99,128.058,194.564,70.777,26.13,-8.34,13.663,,Warsaw,38,0.094,17.933
27574,20191231,2019,INDL,C,D,STD,TPIC,USD,205.05,35.181,38.732,-15.708,1436.5,A,18.51,468.422,826.677,70.282,241.771,38.732,373.881,,Scottsdale,6.731,13.3,1321.952
27575,20191231,2019,INDL,C,D,STD,GOLF,USD,918.44,74.436,188.307,121.07,1681.357,A,32.5,742.818,1817.049,34.184,364.838,188.307,359.118,,Fairhaven,398.368,5.213,776.73
27576,20190831,2019,INDL,C,D,STD,SMPL,USD,837.444,81.875,83.949,47.536,523.383,A,28.54,357.607,1141.65,266.341,190.259,83.949,48.032,,Denver,38.085,0.15,305.978
27604,20191231,2019,INDL,C,D,STD,HONE,USD,665.794,54.354,54.337,18.268,215.756,A,10.99,,4058.921,24.464,118.039,54.337,,45.722,Brockton,119.807,0.675,50.469
27638,20191231,2019,INDL,C,D,STD,AA,USD,4112,185.58,894,-1125,10433,A,21.51,3530,14631,879,1899,894,2563,,Pittsburgh,1644,13.8,8521
27652,20191231,2019,INDL,C,D,STD,KNSL,USD,405.88,22.206,76.051,63.316,315.888,A,101.66,,1090.55,100.408,16.744,76.051,,,Richmond,0,0.275,239.155
27653,20191231,2019,INDL,C,D,STD,YETI,USD,122.005,86.774,91.846,50.434,913.734,A,34.78,360.547,629.539,72.515,323.915,91.846,170.312,,Austin,185.7,0.79,409.461
27665,20191231,2019,INDL,C,D,STD,FHB,USD,2640.258,129.928,514.794,284.392,871.225,A,28.85,,20166.734,360.375,244.41,514.794,,105.29,Honolulu,1.223,2.1,119.09
27670,20191231,2019,INDL,C,D,STD,PTGX,USD,79.964,27.218,-80.521,-77.187,0.231,A,7.05,145.311,154.917,33.006,15.755,-80.521,35.406,,Newark,0,0.073,80.049
27706,20191231,2019,INDL,C,D,STD,INSW,USD,1022.293,29.274,55.506,-0.83,366.184,A,29.76,187.344,1753.501,89.671,608.698,55.506,114.476,,New York,3.896,1.666,206.982
27716,20191231,2019,INDL,C,D,STD,MDGL,USD,416.565,15.429,-94.972,-83.948,0,A,91.11,440.197,442.056,46.697,0.361,-94.972,25.13,,West Conshohocken,0,0.029,0
27737,20191231,2019,INDL,C,D,STD,ATOM,USD,13.772,17.117,-13.625,-13.3,0.533,A,3.08,15.003,15.24,14.871,0,-13.625,1.468,,Los Gatos,0,0.017,0.209
27760,20191231,2019,INDL,C,D,STD,NLS,USD,90.596,29.781,-26.536,-92.8,309.285,A,1.75,129.193,220.479,11.07,33.053,-26.536,88.708,,Vancouver,54.768,0.434,187.891
27776,20191231,2019,INDL,C,D,STD,RCKY,USD,164.656,7.355,21.36,17.462,270.408,A,29.43,146.126,205.826,15.518,1.158,21.36,31.534,,Nelsonville,76.731,1.929,168.411
27780,20191231,2019,INDL,C,D,STD,SITC,USD,1653.414,193.498,169.502,100.699,536.631,A,14.02,,4093.622,16.08,1846.338,169.502,,,Beachwood,0,0.361,308.745
27790,20191231,2019,INDL,C,D,STD,SGA,USD,192.352,5.99,22.573,13.279,123.072,A,30.4,66.72,252.394,44.034,10,22.573,17.501,,Grosse Pointe Farms,0,1.002,93.554
27794,20190630,2019,INDL,C,D,STD,CREE,USD,2036.2,106.57,22.5,-375.1,1080,A,46.15,1412.8,2816.9,500.5,469.1,22.5,268.2,,Durham,187.4,5.319,579.5
27803,20191231,2019,INDL,C,D,STD,DFIN,USD,268.6,34.2,77,37.6,874.7,A,10.47,211.2,886.9,17.2,353.9,77,179.5,,Chicago,11.1,2.9,542.4
27810,20191231,2019,INDL,C,D,STD,LIVN,USD,1383.717,48.444,103.73,-155.176,1084.17,A,75.43,549.443,2411.797,61.137,306.357,103.73,512.553,,London,164.154,4,303.318
27823,20191231,2019,INDL,C,D,STD,CRY,USD,285.696,37.534,20.13,1.72,276.222,A,27.09,187.39,605.654,33.766,237.904,20.13,45.195,,Kennesaw,53.071,1.2,85.742
27828,20191231,2019,INDL,C,D,STD,UEIC,USD,274.399,13.944,20.249,3.63,753.477,A,52.26,378.752,564.159,74.302,15.639,20.249,266.456,,Scottsdale,145.135,4.347,557.729
27871,20191231,2019,INDL,C,D,STD,FBK,USD,762.329,31.034,177.14,83.814,417.934,A,39.59,,6124.921,48.806,212.038,177.14,,56.501,Nashville,281.457,1.399,63.554
27874,20191231,2019,INDL,C,D,STD,EVBG,USD,220.312,33.849,-46.928,-52.25,200.882,A,78.08,625.13,837.296,531.575,442.105,-46.928,169.366,,Burlington,0,0.948,54.101
27875,20191231,2019,INDL,C,D,STD,ELS,USD,1249.81,182.09,342.124,279.139,1039.006,A,70.39,,4151.275,28.86,2321.675,342.124,,,Chicago,0,4.2,646.839
27885,20191231,2019,INDL,C,D,STD,TTD,USD,612.517,45.476,112.196,108.318,661.058,A,259.78,1449.221,1728.761,130.876,174.873,112.196,930.373,,Ventura,0,1.31,135.78
27907,20200331,2019,INDL,C,D,STD,ELF,USD,242.171,50.004,23.968,17.884,282.851,A,16.13,132.36,453.104,46.167,137.327,23.968,51.123,,Oakland,46.209,0.217,82.428
27914,20191231,2019,INDL,C,D,STD,HUM,USD,12037,132.105,3239,2707,64888,A,366.52,19888,29074,4054,5299,3239,10929,,Louisville,0,46,53740
27925,20191231,2019,INDL,C,D,STD,AVID,USD,-155.085,43.15,32.982,7.601,411.788,A,8.58,208.731,304.293,69.085,227.161,32.982,212.259,,Burlington,29.166,1.429,149.773
27928,20190731,2019,INDL,C,D,STD,INTU,USD,3749,260.18,1855,1557,6784,A,261.93,3594,6283,2116,386,1855,1966,,Mountain View,0,9.4,948
27938,20200131,2019,INDL,C,D,STD,SCVL,USD,297.363,14.008,54.209,42.914,1036.551,A,37.28,329.647,628.374,61.899,194.108,54.209,122.506,,Evansville,259.495,5.1,707.882
27945,20191231,2019,INDL,C,D,STD,CSTR,USD,273.046,18.362,45.768,22.422,115.821,A,16.65,,2037.201,17.726,12.451,45.768,,23.799,Nashville,169.266,0.289,24.56
27960,20191231,2019,INDL,C,D,STD,ALG,USD,569.757,11.67,99.839,62.906,1119.138,A,125.55,570.828,1212.763,42.311,434.13,99.839,162.874,,Seguin,267.674,4.27,818.353
27965,20200331,2019,INDL,C,D,STD,MCHP,USD,5585.5,245.326,743,570.6,5274.2,A,104.72,2217.2,17426.1,401,8968.1,743,1637.4,,Chandler,685.7,18,1851
27977,20191231,2019,INDL,C,D,STD,BOMN,USD,345.241,23.511,-12.187,-1.487,41.389,A,21.04,162.164,436.908,16.029,65.755,-12.187,21.681,,Omaha,0,0.138,29.556
27981,20200131,2019,INDL,C,D,STD,CHS,USD,530.092,118.418,-9.273,-12.754,2037.875,A,3.81,422.802,1542.659,63.972,598.422,-9.273,405.745,,Fort Myers,246.737,17.1,1246.997
28012,20191231,2019,INDL,C,D,STD,FLGT,USD,82.777,21.483,-0.027,-0.411,32.528,A,12.9,37.079,88.756,11.965,2.256,-0.027,3.723,,Temple City,0,0.139,12
28022,20191231,2019,INDL,C,D,STD,BANF,USD,1004.989,32.694,229.146,134.879,473.886,A,62.44,,8565.758,222.043,32.424,229.146,,54.736,Oklahoma City,16.608,1.948,63.023
28034,20191231,2019,INDL,C,D,STD,CB,USD,55331,451.972,5198,4454,34179,A,155.66,,176943,1537,14470,5198,,,Zurich,0,33,28981
28070,20191231,2019,INDL,C,D,STD,ASIX,USD,400.878,27.915,82.817,41.347,1301.093,A,19.96,290.537,1235.969,7.05,396.055,82.817,291.726,,Parsippany,171.71,1.52,1089.477
28071,20191231,2019,INDL,C,D,STD,DZSI,USD,106.548,21.419,-0.204,-13.457,306.882,A,8.86,194.686,246.147,28.747,37.187,-0.204,79.801,,Plano,35.439,0.789,204.182
28084,20200131,2019,INDL,C,D,STD,COUP,USD,445.657,64.529,-69.825,-90.832,389.719,A,146.25,929.331,1594.073,268.045,588.102,-69.825,510.768,,San Mateo,0,1.693,116.274
28118,20191231,2019,INDL,C,D,STD,FOSL,USD,503.054,50.516,17.866,-52.365,2217.712,A,7.88,1059.458,1604.732,200.218,467.485,17.866,559.18,,Richardson,452.278,10.2,1063.482
28119,20191231,2019,INDL,C,D,STD,BPYU,USD,2863.221,64.024,485.069,432.88,1849.776,A,18.445,,21973.386,197.829,15286.816,485.069,,,New York,0,,1336.31
28139,20190930,2019,INDL,C,D,STD,SANM,USD,1642.573,69.72,304.354,141.515,8233.859,A,34.24,2920.929,3905.513,454.741,346.971,304.354,1683.022,,San Jose,900.557,43,7524.972
28155,20191231,2019,INDL,C,D,STD,TCBK,USD,906.57,30.524,170.994,92.072,325.297,A,40.81,,6471.181,92.816,84.772,170.994,,15.375,Chico,7.945,1.184,13.685
28176,20191231,2019,INDL,C,D,STD,ATR,USD,1571.916,63.772,395.594,242.202,2859.732,A,115.62,1291.241,3562.119,241.97,1140.729,395.594,683.275,,Crystal Lake,375.795,14,1818.896
28180,20191231,2019,INDL,C,D,STD,ORLY,USD,397.34,75.619,1920.726,1391.042,10149.985,A,438.26,3833.662,10717.16,40.406,5545.824,1920.726,4469.427,,Springfield,3454.092,81.223,4484.419
28191,20191231,2019,INDL,C,D,STD,RCL,USD,12163.846,208.801,2111.305,1878.887,10950.661,A,133.51,1162.628,30320.284,243.738,9015.751,2111.305,7952.896,,Miami,162.107,85.4,6048.235
28192,20191231,2019,INDL,C,D,STD,HWM,USD,4552,432.855,1769,470,14192,A,30.77,5842,17578,1648,5100,1769,4126,,Pittsburgh,2429,41.7,11199
28194,20191231,2019,INDL,C,D,STD,AVNT,USD,1051.9,76.9,228.5,588.6,2862.7,A,36.79,1513.3,3273.3,864.7,1253.7,228.5,702.5,,Avon Lake,260.9,5.6,2120.1
28195,20190831,2019,INDL,C,D,STD,JBL,USD,1887.443,153.52,779.967,287.111,25282.32,A,41.33,8345.085,12970.475,1163.343,2121.284,779.967,8532.105,,Saint Petersburg,3023.003,200,22629.009
28209,20191231,2019,INDL,C,D,STD,ANIK,USD,288.378,14.308,37.496,27.193,114.61,A,51.85,234.306,330.71,157.463,21.367,37.496,16.277,,Bedford,21.995,0.154,22.756
28216,20191231,2019,INDL,C,D,STD,RGA,USD,11601,62.656,1334,870,14300,A,163.06,,76731,1449,3449,1334,,,Chesterfield,0,3.188,12904.3
28278,20191231,2019,INDL,C,D,STD,GABC,USD,573.82,26.671,98.204,59.222,221.069,A,35.62,,4397.672,59.971,150.581,98.204,,31.249,Jasper,18.138,0.817,36.574
28320,20191231,2019,INDL,C,D,STD,CDW,USD,960.3,143,1136.6,736.8,18032.4,A,142.84,4334.1,7999.4,154,3414.3,1136.6,3491.4,,Lincolnshire,611.2,9.9,14732.5
28322,20191231,2019,INDL,C,D,STD,HR,USD,1900.009,134.706,72.373,39.185,469.568,A,33.37,,3563.855,0.657,1502.089,72.373,,,Nashville,0,0.297,363.481
28323,20191231,2019,INDL,C,D,STD,AKR,USD,1542.308,87.05,66.136,53.045,319.184,A,25.93,,4309.114,15.845,1405.286,66.136,,,Rye,0,0.118,217.632
28338,20191231,2019,INDL,C,D,STD,RIG,USD,11862,611.871,-94,-1255,3088,A,6.88,3640,24105,1790,9253,-94,1724,,Steinhausen,479,5.9,2134
28340,20191231,2019,INDL,C,D,STD,SKT,USD,433.206,92.892,115.349,87.855,483.426,A,14.73,,2285.211,16.672,1661.01,115.349,,,Greensboro,0,0.636,318.658
28349,20191231,2019,INDL,C,D,STD,ALL,USD,25998,318.791,6671,4847,44675,A,112.45,,119950,338,7217,6671,,,Northbrook,0,46.29,37546
28367,20191231,2019,INDL,C,D,STD,IRTC,USD,135.409,26.683,-54.755,-54.568,214.552,A,68.09,172.792,306.212,20.462,118.737,-54.755,52.066,,San Francisco,4.037,0.997,49.04
28368,20191231,2019,INDL,C,D,STD,GTYH,USD,325.623,57.872,-42.27,-97.37,36.443,A,5.89,20.605,434.393,8.374,5.122,-42.27,40.875,,Las Vegas,0,0.408,12.885
28380,20191231,2019,INDL,C,D,STD,OFIX,USD,327.631,19.023,25.336,-28.462,459.955,A,46.18,260.553,495.62,69.719,24.732,25.336,84.883,,Lewisville,82.397,1.055,80.98
28384,20191231,2019,INDL,C,D,STD,SPNS,USD,223.819,50.16,40.798,26.247,325.674,A,23,147.223,452.421,66.295,102.244,40.798,104.912,,Holon,0,2.959,179.192
28397,20191231,2019,INDL,C,D,STD,PZZA,USD,-332.321,31.894,80.613,4.866,1619.61,A,63.15,181.546,730.721,27.911,480.216,80.613,207.945,,Louisville,27.529,16.5,1330.092
28408,20191231,2019,INDL,C,D,STD,THRM,USD,472.65,32.674,97.503,37.506,971.684,A,44.39,373.863,727.386,50.443,84.875,97.503,156.704,,Northville,118.479,11.726,639.642
28410,20191231,2019,INDL,C,D,STD,BBSI,USD,171.799,7.514,50.488,48.292,942.311,A,90.46,423.848,860.929,44.57,21.613,50.488,342.122,,Vancouver,0,127.085,734.058
28420,20191231,2019,INDL,C,D,STD,BL,USD,398.613,55.931,-28.233,-32.535,288.976,A,51.56,723.406,1014.552,120.232,394.949,-28.233,206.997,,Woodland Hills,0,1.055,43.178
28499,20191231,2019,INDL,C,D,STD,YUMC,USD,3077,376,852,713,8776,A,48.01,2259,6950,1046,1829,852,1736,,Shanghai,380,450,6984
28515,20191231,2019,INDL,C,D,STD,GRWG,USD,53.892,36.876,2.14,1.879,79.734,A,4.1,42.644,72.022,12.979,6.049,2.14,12.081,,Denver,22.66,0.205,57.172
28590,20191231,2019,INDL,C,D,STD,BCO,USD,191.8,50.1,255.7,29,3679.7,A,90.68,1232.6,3763.8,311,1773.2,255.7,1002,,Richmond,0,64.6,2647.1
28620,20191231,2019,INDL,C,D,STD,PFC,USD,426.167,19.73,84.339,49.37,186.04,A,31.49,,3468.992,46.254,109.646,84.339,,25.435,Defiance,18.108,0.699,28.34
28629,20191231,2019,INDL,C,D,STD,CPT,USD,3628.685,106.878,246.465,219.623,1055.03,A,106.1,,6748.504,23.184,2539.099,246.465,,,Houston,0,1.65,733.67
28670,20191231,2019,INDL,C,D,STD,IIPR,USD,534.001,12.637,29.781,23.475,49.513,A,75.87,,745.857,82.244,135.856,29.781,,,San Diego,0,0.013,9.914
28704,20191231,2019,INDL,C,D,STD,MCRI,USD,341.201,18.141,39.86,31.816,249.166,A,48.55,79.155,610.878,60.539,190.212,39.86,79.465,,Reno,6.735,2.3,122.292
28719,20191231,2019,INDL,C,D,STD,CNDT,USD,1300,211.511,27,-1934,4467,A,6.2,1586,4514,496,1693,27,1177,,Florham Park,0,67,3494
28733,20191231,2019,INDL,C,D,STD,EQR,USD,10278.226,371.671,977.285,970.377,2769.453,A,80.92,,21172.769,45.753,8368.29,977.285,,,Chicago,0,2.7,1739.411
28742,20191231,2019,INDL,C,D,STD,BWA,USD,4706,206.408,1228,746,10168,A,43.38,3836,9702,832,1741,1228,2329,,Auburn Hills,807,29,7628
28762,20191231,2019,INDL,C,D,STD,SPTN,USD,687.538,36.351,77.366,5.742,8536.065,A,14.24,996.682,2275.609,24.172,949.554,77.366,565.134,,Grand Rapids,537.212,17.2,7292.235
28769,20191231,2019,INDL,C,D,STD,BFS,USD,189.981,23.231,106.714,51.723,231.773,A,52.78,,1618.34,13.905,1048.293,106.714,,,Bethesda,0,0.116,104.266
28785,20191231,2019,INDL,C,D,STD,WINA,USD,12.448,3.948,43.131,32.149,73.299,A,198.3,41.202,61.842,25.13,28.551,43.131,11.932,,Minneapolis,0.086,0.098,4.101
28787,20190630,2019,INDL,C,D,STD,PFGC,USD,1298.2,103.8,295.1,166.8,19743.5,A,51.48,2670.6,4653.5,14.7,1331.8,295.1,1699.3,,Richmond,1356.9,18,17191.7
28790,20200531,2019,INDL,C,D,STD,LW,USD,240,146.039,614.9,365.9,3792.4,A,86.03,2302.6,4662.3,1364,3137.2,614.9,1024.9,,Eagle,486.7,7.7,2672.4
28806,20190930,2019,INDL,C,D,STD,ARWR,USD,244.591,95.506,61.19,67.975,168.796,A,63.43,265.247,349.845,221.805,0,61.19,97.071,,Pasadena,0,0.134,103.167
28866,20190930,2019,INDL,C,D,STD,CASH,USD,839.911,37.807,247.22,97.004,548.274,A,36.51,,6182.89,126.545,208.537,247.22,,61.522,Sioux Falls,178.271,1.186,117.172
28877,20191231,2019,INDL,C,D,STD,KDP,USD,23257,1406.852,2665,1254,11120,A,28.95,2273,49518,75,13523,2665,6474,,Burlington,703,25.5,4573
28930,20191231,2019,INDL,C,D,STD,MAR,USD,703,324,2052,1273,20972,A,151.43,3127,25051,,10845,2052,6677,,Bethesda,0,174,18572
28940,20191231,2019,INDL,C,D,STD,BDC,USD,959.847,45.458,234.343,-377.015,2131.278,A,55,1377.754,3406.759,407.48,1495.136,234.343,722.544,,Saint Louis,231.333,7,1292.822
28967,20191231,2019,INDL,C,D,STD,QCRH,USD,535.351,15.828,100.315,57.408,282.558,A,43.86,,4909.05,76.254,156.532,100.315,,60.517,Moline,19.768,0.697,67.583
29004,20190930,2019,INDL,C,D,STD,VREX,USD,444.9,38.371,70.7,15.5,780.6,A,29.81,438.4,1038.9,29.9,364.4,70.7,175.1,,Salt Lake City,248.2,2,487.6
29011,20191231,2019,INDL,C,D,STD,BYD,USD,1265.242,111.542,477.887,157.636,3326.119,A,29.94,399.494,6650.145,249.977,4579.222,477.887,556.893,,Las Vegas,22.101,24.3,1989.831
29015,20200331,2019,INDL,C,D,STD,DECK,USD,1140.12,27.999,338.135,276.142,2132.689,A,168.86,1194.111,1765.118,649.436,245.987,338.135,300.946,,Goleta,311.62,3.6,993.574
29018,20191231,2019,INDL,C,D,STD,ALBO,USD,93.161,12.749,-58.902,-62.717,9.636,A,25.42,141.799,165.069,131.843,52.9,-58.902,18.924,,Boston,0,0.055,68.411
29028,20190831,2019,INDL,C,D,STD,COST,USD,15243,439.625,4860,3659,152703,A,293.92,23485,45400,8384,5519,4860,23237,,Issaquah,11395,254,131394
29052,20191231,2019,INDL,C,D,STD,LXP,USD,1611.091,254.771,103.133,279.91,328.859,A,10.62,,3180.26,122.666,1280.32,103.133,,,New York,0,0.057,194.941
29061,20200331,2019,INDL,C,D,STD,RVSB,USD,148.843,22.544,25.497,15.748,62.855,A,8.21,,1180.808,14.102,33.077,25.497,,4.764,Vancouver,0.275,0.252,6.014
29099,20191231,2019,INDL,C,D,STD,REG,USD,6213.348,167.131,381.62,239.43,1195.163,A,63.09,,11132.253,113.02,4092.103,381.62,,,Jacksonville,0,0.45,738.559
29101,20191231,2019,INDL,C,D,STD,FFIN,USD,1227.197,134.964,250.344,164.812,427.62,A,35.1,,8262.227,231.534,0,250.344,,30.102,Abilene,29.237,1.345,33.067
29108,20191231,2019,INDL,C,D,STD,PTEN,USD,2833.62,192.036,-431.5,-425.703,2470.685,A,10.5,631.815,4439.615,174.185,993.184,-431.5,400.602,,Houston,36.357,5.8,1761.316
29127,20191231,2019,INDL,C,D,STD,INCY,USD,2598.406,216.178,421.688,446.906,2158.759,A,87.32,2481.488,3426.75,1832.684,43.772,421.688,513.34,,Wilmington,11.4,1.456,60.649
29131,20191231,2019,INDL,C,D,STD,ROCK,USD,673.964,32.286,113.253,65.091,1047.439,A,50.44,437.102,984.45,191.363,19.669,113.253,229.197,,Buffalo,78.476,1.932,774.743
29133,20191231,2019,INDL,C,D,STD,ITRI,USD,776.538,39.941,168.079,49.006,2502.47,A,83.95,997.251,2707.841,149.904,1001.401,168.079,671.391,,Liberty Lake,227.896,7.9,1700.037
29150,20200131,2019,INDL,C,D,STD,URBN,USD,1455.355,97.977,245.836,168.096,3983.789,A,27.77,1053.396,3315.633,221.839,1137.495,245.836,638.77,,Philadelphia,409.534,24,2617.802
29151,20191231,2019,INDL,C,D,STD,CNTY,USD,163.306,29.5,16.649,-19.155,218.227,A,7.92,79.366,726.9,54.754,494.57,16.649,56.57,,Colorado Springs,2.046,3.515,113.137
29155,20191231,2019,INDL,C,D,STD,CARS,USD,1141.068,66.764,22.871,-445.324,606.682,A,12.22,122.44,2027.991,,642.899,22.871,98.806,,Chicago,0,1.5,162.408
29156,20191231,2019,INDL,C,D,STD,UFPI,USD,1243.715,61.409,246.471,179.65,4416.009,A,47.7,1093.072,1889.477,168.336,225.751,246.471,354.042,,Grand Rapids,491.564,12,3663.672
29191,20191231,2019,INDL,C,D,STD,ICHR,USD,221.416,22.619,16.752,10.729,620.837,A,33.27,276.947,566.555,60.612,178.385,16.752,163.867,,Fremont,127.037,1.715,525.49
29206,20191231,2019,INDL,C,D,STD,FWRD,USD,577.182,27.85,129.89,87.099,1410.395,A,69.95,236.318,990.878,64.749,173.774,129.89,137.164,,Greeneville,2.132,5.48,1118.341
29207,20191231,2019,INDL,C,D,STD,BYSI,USD,30.277,27.886,-40.307,-38.085,0,A,15.5,40.862,44.555,35.933,3.371,-40.307,10.053,,New York,0,0.061,0
29211,20191231,2019,INDL,C,D,STD,BPFH,USD,819.018,83.266,141.613,80.028,408.885,A,12.03,,8830.501,292.479,300.041,141.613,,80.371,Boston,7.386,0.779,76.807
29217,20190831,2019,INDL,C,D,STD,SCHN,USD,696.964,26.664,85.171,56.345,2132.781,A,21.68,466.288,1160.746,12.377,103.775,85.171,268.23,,Portland,187.32,3.363,1805.199
29241,20190630,2019,INDL,C,D,STD,VIAV,USD,725.8,228.8,86.9,5.4,1130.3,A,15,916.8,1815.1,521.5,604.3,86.9,284,,San Jose,102.7,3.6,404.2
29251,20200430,2019,INDL,C,D,STD,KALV,USD,83.752,17.846,-40.533,-29.116,12.69,A,17.81,88.696,92.529,15.789,1.057,-40.533,7.72,,Cambridge,0,0.056,52.711
29282,20191231,2019,INDL,C,D,STD,NYCB,USD,6208.854,467.347,616.558,395.043,1889.39,A,12.02,,53640.821,741.87,10318.584,616.558,,847.76,Westbury,2,2.786,854.865
29359,20191231,2019,INDL,C,D,STD,SUI,USD,3819.724,93.18,296.648,161.553,1265.411,A,150.1,,7802.06,22.13,3372.186,296.648,,,Southfield,62.061,3.146,860.109
29375,20191231,2019,INDL,C,D,STD,CASA,USD,38.564,83.838,-0.565,-48.206,282.297,A,4.09,308.443,444.312,113.638,284.756,-0.565,94.466,,Andover,93.604,0.997,106.109
29382,20191231,2019,INDL,C,D,STD,SHOO,USD,828.501,83.52,193.993,141.311,1787.157,A,43.01,718.879,1278.647,264.101,133.172,193.993,281.271,,Long Island City,136.896,4,1100.754
29389,20191231,2019,INDL,C,D,STD,SPG,USD,2483.978,306.869,3273.68,2101.584,6121.038,A,148.96,,31231.63,669.373,21822.979,3273.68,,,Indianapolis,0,4.5,2472.045
29392,20191231,2019,INDL,C,D,STD,EMN,USD,5958,135.942,1309,759,9273,A,79.26,3321,16008,204,5752,1309,1789,,Kingsport,1662,14.5,6429
29449,20191231,2019,INDL,C,D,STD,UFPT,USD,161.991,7.446,24.708,19.75,198.381,A,49.61,53.25,188.758,3.743,2.416,24.708,16.308,,Newburyport,18.276,1.154,136.222
29453,20191231,2019,INDL,C,D,STD,LNG,USD,-14,253.6,2384,648,9730,A,61.07,4212,35492,2474,31021,2384,1874,,Houston,312,1.53,6233
29508,20190630,2019,INDL,C,D,STD,PCSB,USD,281.307,16.593,17.024,8.318,56.549,A,20.25,,1637.579,58.756,46.088,17.024,,10.743,Yorktown Heights,1.158,0.182,11.551
29517,20191231,2019,INDL,C,D,STD,MED,USD,104.832,11.764,91.039,77.916,713.672,A,109.58,154.151,194.653,76.974,10.433,91.039,79.388,,Baltimore,48.771,0.55,173.114
29524,20191231,2019,INDL,C,D,STD,NEX,USD,886.772,212.41,5.592,-106.157,1821.556,A,6.7,688.054,1664.907,255.015,375.279,5.592,386.194,,Houston,61.641,6.525,1403.932
29576,20191231,2019,INDL,C,D,STD,NODK,USD,306.304,22.119,33.811,26.401,270.779,A,17.2,,508.159,62.132,0,33.811,,,Fargo,0,0.186,234.719
29609,20190630,2019,INDL,C,D,STD,HAIN,USD,1519.319,104.219,114.834,-183.314,2302.468,A,25.955,701.787,2582.62,39.526,613.537,114.834,383.157,,Lake Success,364.887,5.441,1799.141
29649,20191231,2019,INDL,C,D,STD,MAA,USD,6068.556,114.246,453.989,353.811,1664.809,A,131.86,,11230.45,20.476,4279.912,453.989,,,Germantown,0,2.513,1164.699
29680,20191231,2019,INDL,C,D,STD,WTTR,USD,937.015,87.894,37.573,2.784,1291.589,A,9.28,415.601,1347.62,79.268,72.23,37.573,151.881,,Houston,37.542,3.9,1026.04
29684,20191231,2019,INDL,C,D,STD,JNCE,USD,174.593,33.738,52.817,56.823,147.872,A,8.73,173.697,205.882,53.241,16.889,52.817,14.4,,Cambridge,0,0.13,91.204
29705,20200430,2019,INDL,C,D,STD,DAKT,USD,176.98,44.57,-0.167,0.491,608.932,A,6.09,252.002,372.651,40.398,6.155,-0.167,145.965,,Brookings,122.27,2.671,452.504
29722,20191231,2019,INDL,C,D,STD,DSPG,USD,153.094,23.111,-4.404,-1.19,117.613,A,15.74,94.793,205.925,28.737,10.436,-4.404,25.239,,San Jose,7.464,0.34,56.55
29733,20191231,2019,INDL,C,D,STD,MLM,USD,5350.8,62.4,876.3,611.9,4739.1,A,279.64,1426.7,10131.6,21,2873.4,876.3,838.5,,Raleigh,690.8,8.846,3192.7
29736,20191231,2019,INDL,C,D,STD,TSCO,USD,1567.123,118.165,746.162,562.354,8351.931,A,93.44,1787.887,5289.268,84.241,2398.031,746.162,1247.6,,Brentwood,1602.781,33.5,5480.161
29751,20191231,2019,INDL,C,D,STD,ALB,USD,3932.25,106.04,762.65,533.228,3589.427,A,73.04,2225.109,9860.863,613.11,2977.607,762.65,1408.996,,Charlotte,768.984,6,2116.465
29755,20190930,2019,INDL,C,D,STD,BZH,USD,538.754,30.933,-89.896,-79.52,2087.739,A,14.13,,1957.644,106.741,1127.155,-89.896,,,Atlanta,1504.248,1.205,1921.703
29804,20191231,2019,INDL,C,D,STD,IVZ,USD,9852,453.3,1433.6,688.3,6117.4,A,17.98,,39420.3,,8679.7,1433.6,,,Atlanta,0,8.821,4506.2
29830,20190930,2019,INDL,C,D,STD,WRK,USD,11669.9,257.8,1700.4,862.9,18289,A,42.91,4974.3,30156.7,151.6,9502.3,1700.4,3435.1,,Atlanta,2107.5,51.1,13432.9
29837,20191231,2019,INDL,C,D,STD,BCRX,USD,38.252,154.082,-99.455,-108.897,48.835,A,3.45,164.345,175.282,114.172,44.695,-99.455,92.335,,Durham,0,0.14,147.566
29855,20191231,2019,INDL,C,D,STD,FMNB,USD,299.309,27.671,61.87,35.76,130.588,A,16.32,,2449.158,23.229,47.409,61.87,,19.608,Canfield,2.619,0.45,22.058
29868,20191231,2019,INDL,C,D,STD,MAC,USD,2632.262,141.408,254.657,96.82,975.97,A,26.92,,8853.571,100.005,5272.944,254.657,,,Santa Monica,0,0.737,698.679
29870,20191231,2019,INDL,C,D,STD,ZEUS,USD,308.352,10.996,16.61,3.856,1579.04,A,17.92,419.842,649.555,5.742,213.786,16.61,101.087,,Bedford Heights,273.531,1.86,1280.11
29875,20191231,2019,INDL,C,D,STD,AVB,USD,10989.549,140.644,835.308,785.974,2331.837,A,209.7,,19121.051,39.687,6909.247,835.308,,,Arlington,0,3.122,1429.684
29894,20191231,2019,INDL,C,D,STD,NNBR,USD,353.277,42.313,10.743,-46.741,847.451,A,9.25,302.98,1541.984,31.703,836.457,10.743,139.481,,Charlotte,118.722,5.787,641.639
